l1,l2,l3,Actual pose x,Actual pose y,Actual pose z,Actual pose roll,Actual pose pitch,Actual pose yaw,IMU roll,IMU pitch,IMU yaw,Pot 1 distance,Pot 2 distance,Pot 3 distance,Pot 4 distance,Pot 5 distance,Pot 6 distance,Estimated pose x,Estimated pose y,Estimated pose z,Estimated pose roll,Estimated pose pitch,Estimated pose yaw
-70.0,-70.0,-70.0,0.0,0.0,80.0,0.0,1.6464304457782277e-08,0.0,-0.21398656072306377,0.11213205125249194,0.028743177433959474,123.4397915483605,124.49821968918108,123.35410594775136,124.50080767633537,124.85418151034509,124.02334948214751,-1,0,80,-1,1,0
-70.0,-70.0,-54.44444444444444,1.9026157507440757,3.295427147569626,85.07175939203358,-0.09917676293874289,2.558554096576079,-4.438932911472178,-0.10350318272178578,2.5167333613659606,-4.520850106734968,128.13941314095752,123.81280008437705,137.3297991881358,122.50741643656752,136.29561028681425,120.28614649216881,3,2,86,0,3,-4
-70.0,-70.0,-38.888888888888886,4.028793707145468,6.978075393989684,89.88962719353597,-0.3970963550935753,5.101718112583176,-8.895556666373093,-0.3406850407084646,5.298929028960295,-8.939719067607768,131.2553556939576,120.51540369208415,147.90879895543165,119.85482008092639,148.15864756125998,115.94833520624167,4,6,90,0,5,-9
-70.0,-70.0,-23.333333333333336,6.368668700800185,11.030857766359532,94.4141035246984,-0.8948849211485619,7.613951070937787,-13.387412315740841,-0.9992632204351579,7.550704373494545,-13.442743279614456,133.00503302468914,120.38950178830567,160.03892777130878,119.81029574965055,160.64381037089802,113.29686926732774,7,12,94,-2,8,-13
-70.0,-70.0,-7.777777777777779,8.910630847863956,15.43366535599094,98.60735596217502,-1.594277824213844,10.079417870294204,-17.931717012247795,-1.5946342157341318,10.294831560467442,-18.02782191455414,135.19185603379637,122.35854351906785,172.37069419061942,121.36573237154202,173.81599534111143,110.2412529677626,10,16,98,-2,10,-18
-70.0,-70.0,7.7777777777777715,11.641399507023593,20.16349541737216,102.433527504777,-2.497399553819877,12.481862277437717,-22.545141494181344,-2.6823612541398867,12.570551487563941,-22.53906847629815,138.51394080858086,125.47049004463219,183.21922248212886,122.35210834823404,187.35634118536575,105.76148783498797,12,20,103,-3,13,-23
-70.0,-70.0,23.33333333333333,14.54611080794075,25.19460297188013,105.85903104481069,-3.606441463715145,14.804506388235527,-27.243515958724984,-3.5249090509252072,14.918253601683846,-27.235780338052727,139.21454184630576,130.01480882245684,194.1377837832479,124.90867918532498,198.16930739572283,103.0514659589618,14,25,106,-3,16,-27
-70.0,-70.0,38.888888888888886,17.60841812477318,30.498674833023813,108.852827957302,-4.923226812750772,17.0299891458273,-32.04144363610486,-4.849057768640161,16.884737959265816,-32.19033912715555,140.48286556339502,132.94753898236874,202.1792894841987,130.11077117052722,210.1684702494789,102.50253994703027,16,34,109,-5,16,-31
-70.0,-70.0,54.44444444444444,20.810604764551243,36.0450247884377,111.38668853627988,-6.448655423159229,19.140359147305237,-36.95180690756461,-6.446849218678333,19.117305510865005,-37.00845498240849,140.08360670695265,137.921465837599,212.70689427065884,134.89742574540878,222.5908634478023,96.39230601667118,18,39,112,-5,18,-37
-70.0,-70.0,70.0,24.133708040848198,41.800808501782626,113.4354321425904,-8.182028458806428,21.117139317107615,-41.985161106578374,-8.161687634019525,21.143918840682016,-41.9528403136645,139.36115979459842,144.84159228854392,221.91794235276998,141.1438880738131,235.74902087308797,91.50566337108486,-562,-3378,-2841,1,28,-88
-70.0,-54.44444444444444,-70.0,1.902615750744019,-3.2954271475695123,85.07175939203358,0.09917676293873971,2.5585540965760742,4.43893291147217,0.10373998349177592,2.5709761079909463,4.52865617710313,121.50518285488386,137.32556497818643,122.83481647019626,137.09422918725997,122.54110398471889,125.21469216074676,3,-6,85,0,3,4
-70.0,-54.44444444444444,-54.44444444444444,4.036854288535324,0.0,90.25004039850519,0.0,5.122228053532271,0.0,-0.01404356199788779,5.072938015796111,-0.07659088867289426,125.45031814753753,133.83024550489768,134.94313300010785,133.56189081958078,134.2458956964292,125.76619125666139,3,0,91,0,5,0
-70.0,-54.44444444444444,-38.888888888888886,6.394190268540569,3.691687472791614,95.17415806213357,-0.2995228013275272,7.675612889430914,-4.462730015878743,-0.3499822794511224,7.66246275444748,-4.238519797212763,128.67243597362193,133.5414519195474,147.86979364165114,132.28089897169716,147.95612140092982,121.38454050545731,6,4,96,0,8,-5
-70.0,-54.44444444444444,-23.333333333333336,8.964286175956772,7.763299555172239,99.80402126850726,-0.8021711196212248,10.203039712066582,-8.967256745453934,-0.8617110892269686,10.10705751856812,-8.971679848826874,130.35048713350741,131.9606400458212,161.3951062035631,133.29139236125658,159.27270272737326,118.11599276241756,11,9,100,-1,10,-9
-70.0,-54.44444444444444,-7.777777777777779,11.735052294584108,12.195424082218494,104.10114603370276,-1.5114072921971335,12.688426767653674,-13.531513055806595,-1.483527599629983,12.692574141274994,-13.483243605439311,133.01503998047212,133.48323728033702,171.14883901604458,132.79190328877485,169.9965128992864,113.13111553699036,14,11,103,-1,13,-13
-70.0,-54.44444444444444,7.7777777777777715,14.69272085332804,16.96569267959393,108.02896802650196,-2.4311715747224287,15.115137579255046,-18.173132830864645,-2.3200644813558324,15.263302972263645,-18.28512764620793,135.22868226318286,135.0738602136138,184.98042833725185,133.28461329102956,183.54175091802156,111.66385680830797,16,17,108,-2,16,-18
-70.0,-54.44444444444444,23.33333333333333,17.821933847843468,22.048924938283108,111.5531422768679,-3.565560692839512,17.46586128826641,-22.909134331013384,-3.5325444912742796,17.678900470272172,-23.027757384097807,138.2620790091498,137.6503925543508,192.54074160048447,135.3054258269946,196.95461505235838,108.62708056865685,17,23,111,-4,17,-24
-70.0,-54.44444444444444,38.888888888888886,21.105843924071664,27.417295509833252,114.6418276429053,-4.918372119668186,19.72252942058931,-27.755491833269602,-4.850143131087265,19.63033197750869,-27.64142501758021,139.6293395427717,140.28543521927085,201.9452065211489,139.51724721373117,206.94400959610653,105.813292142773,21,24,115,-5,19,-27
-70.0,-54.44444444444444,54.44444444444444,24.52622760442388,33.04052292244701,117.26595371928299,-6.492498145966878,21.86628701496482,-32.72657237857516,-6.72373374063429,21.8522732570227,-32.51829774863545,138.53981717363376,147.21344196289533,214.67372101807,142.27798298794914,219.15554722150367,101.01607775186393,25,29,117,-5,23,-32
-70.0,-54.44444444444444,70.0,28.063610036705256,38.88607874189874,119.39946799958304,-8.289162004257927,23.877539765597085,-37.834424521507145,-8.356323209877438,23.912892177770424,-37.807398581365646,137.0340739321828,151.87093100797455,222.59411049203408,150.2633283172094,232.72552578194376,97.02655062402499,-6367,7784,4574,101,-36,37
-70.0,-38.888888888888886,-70.0,4.028793707145468,-6.978075393989741,89.88962719353597,0.3970963550935753,5.101718112583173,8.89555666637309,0.430284894816044,4.981785557614117,8.820428292864413,115.60176790507542,149.68019254941152,118.05463496708106,147.1510460699413,122.11496859608233,129.853945324652,2,-8,89,0,6,9
-70.0,-38.888888888888886,-54.44444444444444,6.394190268540683,-3.691687472791614,95.17415806213356,0.2995228013275272,7.675612889430912,4.4627300158787415,0.23802553524492362,7.586331068419778,4.467042560096924,122.51467121059696,147.12326867791833,133.72622843889954,145.83374522710892,133.32541142396596,128.16093617376262,5,-3,96,1,8,4
-70.0,-38.888888888888886,-38.888888888888886,8.98222859298005,0.0,100.20483031410565,0.0,10.244456107064524,0.0,-0.03986394856256221,10.14943335408235,-0.17700067088291255,125.69558400002938,145.11602347536336,145.9166002478581,144.61629342541,143.29131279782976,125.65518117805232,8,-1,100,0,10,1
-70.0,-38.888888888888886,-23.333333333333336,11.78210407317846,4.081440574961846,104.9409929514451,-0.5059781443588338,12.79252022672498,-4.511253661327504,-0.24827663514553727,12.672036163271885,-4.55021893660185,128.17237932482283,144.10243883418755,158.20067225376533,144.6213902608155,156.55408510695,122.15478636038208,12,6,105,0,13,-5
-70.0,-38.888888888888886,-7.777777777777779,14.78125234046638,8.533960017728049,109.3435387824918,-1.2237298613518572,15.303542109386285,-9.089872147083398,-1.2711256333781094,15.240977536242259,-9.112277267843384,129.97175022972925,144.31340832578053,169.22505346470706,143.12147671918135,169.5478537065083,119.51460268055433,14,9,109,-1,15,-9
-70.0,-38.888888888888886,7.7777777777777715,17.965423553179733,13.33586844582939,113.37522115264869,-2.159202313473895,17.76056168490831,-13.754687802699072,-2.125641595862031,17.84161242637616,-13.769482191736813,131.17826360743734,145.83156901949926,180.1304597374929,146.35519142322815,181.9663163497611,115.42200789935947,18,15,113,-3,18,-14
